,note_name,start_time,duration,velocity,tempo
1396,B3,301.682,559/1000,60,120.0
1397,D4,301.682,559/1000,60,120.0
1398,G3,302.241,79/200,54,120.0
1399,G2,302.241,111/200,76,120.0
1400,B3,302.241,111/200,76,120.0
1401,D4,302.241,111/200,76,120.0
1402,B3,302.773,491/1000,83,120.0
1403,G2,302.773,491/1000,83,120.0
1404,D4,302.795,67/125,56,120.0
1405,A2,303.332,167/250,100,120.0
1406,A3,303.355,129/200,46,120.0
1407,C#4,303.355,559/1000,76,120.0
1408,E4,303.355,79/200,39,120.0
1409,C#4,303.914,43/500,56,120.0
1410,E4,303.914,43/500,56,120.0
1411,A2,304.0,491/1000,100,120.0
1412,A3,304.0,1/20,46,120.0
1413,C#4,304.0,117/250,56,120.0
1414,E4,304.0,117/250,56,120.0
1415,A3,304.468,7/20,55,120.0
1416,E4,304.468,209/500,50,120.0
1417,C#4,304.468,67/125,82,120.0
1418,A2,304.468,67/125,82,120.0
1419,A3,305.005,323/1000,55,120.0
1420,C#4,305.005,121/200,63,120.0
1421,A2,305.027,219/200,94,120.0
1422,E4,305.027,209/250,39,120.0
1423,A3,305.582,257/500,64,120.0
1424,C#4,305.582,257/500,64,120.0
1425,E4,306.123,441/1000,42,120.0
1426,A2,306.123,111/200,67,120.0
1427,A3,306.123,111/200,67,120.0
1428,C#4,306.123,111/200,67,120.0
1429,A2,306.677,559/1000,68,120.0
1430,A3,306.677,559/1000,68,120.0
1431,C#4,306.677,559/1000,68,120.0
1432,A3,307.236,111/200,71,120.0
1433,A2,307.236,209/500,69,120.0
1434,C#4,307.236,209/500,69,120.0
1435,E4,307.236,209/500,69,120.0
1436,D4,307.791,209/1000,62,120.0
1437,D3,307.791,209/1000,91,120.0
1438,A3,307.791,209/1000,91,120.0
1439,F#4,307.814,93/500,76,120.0
1440,D4,308.0,1091/1000,62,120.0
1441,F#4,308.0,149/200,76,120.0
1442,D3,308.0,279/200,91,120.0
1443,A3,308.0,279/200,91,120.0
1444,B3,309.486,1027/1000,79,120.0
1445,G2,309.509,321/200,89,120.0
1446,D4,309.509,491/1000,46,120.0
1447,F#4,309.509,841/1000,67,120.0
1448,G3,310.559,111/200,51,120.0
1449,G3,311.114,441/1000,69,120.0
1450,B3,311.114,859/1000,89,120.0
1451,G2,311.114,443/500,78,120.0
1452,D4,311.114,443/500,78,120.0
1453,G2,312.0,209/1000,78,120.0
1454,D4,312.0,209/1000,78,120.0
1455,A3,312.255,111/200,56,120.0
1456,A2,312.255,557/500,86,120.0
1457,C#4,312.255,557/500,86,120.0
1458,A3,312.809,559/1000,45,120.0
1459,A2,313.368,267/250,96,120.0
1460,A3,313.368,291/500,52,120.0
1461,C#4,313.368,191/200,85,120.0
1462,E4,313.368,277/1000,54,120.0
1463,D3,314.464,133/250,81,120.0
1464,A3,314.464,133/250,81,120.0
1465,D4,314.464,133/250,81,120.0
1466,F#4,314.464,133/250,81,120.0
1467,D3,315.018,559/1000,77,120.0
1468,A3,315.018,559/1000,77,120.0
1469,D4,315.018,559/1000,77,120.0
1470,F#4,315.018,559/1000,77,120.0
1471,D4,315.555,89/200,78,120.0
1472,D3,315.555,89/200,78,120.0
1473,A3,315.555,89/200,78,120.0
1474,F#4,315.555,89/200,78,120.0
1475,D4,316.0,109/1000,78,120.0
1476,D3,316.0,109/1000,78,120.0
1477,A3,316.0,109/1000,78,120.0
1478,F#4,316.0,109/1000,78,120.0
1479,D3,316.132,7/10,68,120.0
1480,F#4,316.132,7/10,68,120.0
1481,A3,316.132,559/1000,82,120.0
1482,D4,316.132,559/1000,82,120.0
1483,B2,316.668,133/250,79,120.0
1484,B3,316.668,133/250,79,120.0
1485,D4,316.668,133/250,79,120.0
1486,B2,317.223,559/1000,74,120.0
1487,B3,317.223,559/1000,74,120.0
1488,D4,317.223,559/1000,74,120.0
1489,F#4,317.223,559/1000,74,120.0
1490,B3,317.759,67/125,73,120.0
1491,D4,317.759,67/125,73,120.0
1492,B2,317.759,67/125,73,120.0
1493,F#4,317.759,67/125,73,120.0
1494,B3,318.318,441/1000,79,120.0
1495,F#4,318.318,96/125,59,120.0
1496,B2,318.318,257/500,82,120.0
1497,D4,318.318,257/500,82,120.0
1498,F#3,318.877,79/200,48,120.0
1499,F#2,318.877,133/250,94,120.0
1500,A3,318.877,133/250,94,120.0
1501,F#2,319.409,559/1000,81,120.0
1502,A3,319.409,559/1000,81,120.0
1503,F#4,319.409,559/1000,81,120.0
1504,F#3,319.968,4/125,50,120.0
1505,F#2,319.968,4/125,78,120.0
1506,A3,319.968,4/125,78,120.0
1507,F#4,319.968,4/125,78,120.0
1508,F#3,320.0,157/500,50,120.0
1509,F#2,320.0,523/1000,78,120.0
1510,A3,320.0,523/1000,78,120.0
1511,F#4,320.0,523/1000,78,120.0
1512,F#3,320.523,141/500,43,120.0
1513,F#2,320.523,559/1000,78,120.0
1514,A3,320.523,559/1000,78,120.0
1515,F#4,320.523,559/1000,78,120.0
1516,F#2,321.059,559/1000,68,120.0
1517,A3,321.059,559/1000,68,120.0
1518,C#4,321.059,559/1000,68,120.0
1519,F#4,321.059,559/1000,68,120.0
1520,F#2,321.641,67/125,74,120.0
1521,A3,321.641,67/125,74,120.0
1522,C#4,321.641,67/125,74,120.0
1523,F#4,321.641,67/125,74,120.0
1524,F#2,322.155,111/200,78,120.0
1525,A3,322.155,111/200,78,120.0
1526,F#4,322.155,111/200,78,120.0
1527,F#2,322.709,441/1000,77,120.0
1528,A3,322.709,441/1000,77,120.0
1529,F#4,322.709,441/1000,77,120.0
1530,C#4,322.732,7/20,45,120.0
1531,G2,323.268,111/200,74,120.0
1532,G3,323.268,111/200,74,120.0
1533,B3,323.268,111/200,74,120.0
1534,D4,323.268,111/200,74,120.0
1535,G2,323.823,177/1000,72,120.0
1536,G3,323.823,177/1000,72,120.0
1537,B3,323.823,177/1000,72,120.0
1538,D4,323.823,177/1000,72,120.0
1539,G2,324.0,359/1000,72,120.0
1540,G3,324.0,359/1000,72,120.0
1541,B3,324.0,359/1000,72,120.0
1542,D4,324.0,359/1000,72,120.0
1543,B3,324.359,559/1000,71,120.0
1544,D4,324.359,559/1000,71,120.0
1545,G2,324.359,559/1000,71,120.0
1546,G3,324.359,559/1000,71,120.0
1547,G2,324.941,133/250,76,120.0
1548,G3,324.941,133/250,76,120.0
1549,B3,324.941,133/250,76,120.0
1550,D4,324.941,133/250,76,120.0
1551,G3,325.473,67/125,73,120.0
1552,B3,325.473,67/125,73,120.0
1553,D4,325.473,67/125,73,120.0
1554,G2,325.473,67/125,73,120.0
1555,G3,326.009,559/1000,77,120.0
1556,B3,326.009,559/1000,77,120.0
1557,D4,326.009,559/1000,77,120.0
1558,G2,326.009,559/1000,77,120.0
1559,G3,326.568,509/1000,74,120.0
1560,B3,326.568,509/1000,74,120.0
1561,D4,326.568,509/1000,74,120.0
1562,G2,326.568,509/1000,74,120.0
1563,G2,327.1,491/1000,81,120.0
1564,D4,327.1,491/1000,81,120.0
1565,B3,327.1,491/1000,81,120.0
1566,G3,327.123,79/200,62,120.0
1567,A3,327.659,341/1000,48,120.0
1568,A2,327.659,341/1000,80,120.0
1569,C#4,327.659,341/1000,80,120.0
1570,E4,327.682,159/500,44,120.0
1571,A3,328.0,241/1000,48,120.0
1572,E4,328.0,71/200,44,120.0
1573,A2,328.0,773/1000,80,120.0
1574,C#4,328.0,773/1000,80,120.0
1575,A3,328.241,111/200,65,120.0
1576,A2,328.795,67/125,75,120.0
1577,A3,328.795,67/125,75,120.0
1578,C#4,328.795,67/125,75,120.0
1579,A3,329.332,257/500,70,120.0
1580,C#4,329.332,257/500,70,120.0
1581,A2,329.332,257/500,70,120.0
1582,E4,329.355,69/200,55,120.0
1583,A2,329.868,557/500,90,120.0
1584,E4,329.868,209/500,52,120.0
1585,A3,329.868,111/200,61,120.0
1586,C#4,329.868,111/200,61,120.0
1587,A3,330.423,559/1000,62,120.0
1588,C#4,330.423,559/1000,62,120.0
1589,A3,330.959,559/1000,69,120.0
1590,A2,330.959,559/1000,69,120.0
1591,C#4,330.959,559/1000,69,120.0
1592,A3,331.541,459/1000,74,120.0
1593,A2,331.541,459/1000,74,120.0
1594,C#4,331.541,46/125,63,120.0
1595,E4,331.541,46/125,63,120.0
1596,A3,332.0,73/1000,74,120.0
1597,A2,332.0,73/1000,74,120.0
1598,D3,332.073,67/125,83,120.0
1599,D4,332.073,67/125,83,120.0
1600,A3,332.073,67/125,83,120.0
1601,F#4,332.073,67/125,83,120.0
1602,A3,332.632,133/250,77,120.0
1603,D4,332.632,133/250,77,120.0
1604,F#4,332.632,133/250,77,120.0
1605,D3,332.632,133/250,77,120.0
1606,D3,333.186,559/1000,78,120.0
1607,A3,333.186,559/1000,78,120.0
1608,D4,333.186,559/1000,78,120.0
1609,F#4,333.186,559/1000,78,120.0
1610,D4,333.723,257/500,76,120.0
1611,D3,333.723,257/500,76,120.0
1612,A3,333.723,257/500,76,120.0
1613,F#4,333.723,257/500,76,120.0
1614,B3,334.259,277/1000,59,120.0
1615,B2,334.259,133/250,72,120.0
1616,F#4,334.259,133/250,72,120.0
1617,D4,334.259,133/250,72,120.0
1618,B3,334.814,67/125,67,120.0
1619,D4,334.814,67/125,67,120.0
1620,B2,334.814,67/125,67,120.0
1621,F#4,334.814,67/125,67,120.0
1622,B3,335.373,67/125,75,120.0
1623,D4,335.373,67/125,75,120.0
1624,F#4,335.373,67/125,75,120.0
1625,B2,335.373,67/125,75,120.0
1626,F#4,335.932,17/250,60,120.0
1627,B2,335.932,17/250,81,120.0
1628,B3,335.932,17/250,81,120.0
1629,D4,335.932,17/250,81,120.0
1630,F#4,336.0,13/20,60,120.0
1631,B2,336.0,58/125,81,120.0
1632,B3,336.0,58/125,81,120.0
1633,D4,336.0,58/125,81,120.0
1634,F#2,336.486,559/1000,92,120.0
1635,A3,336.486,559/1000,92,120.0
1636,F#3,336.509,7/20,54,120.0
1637,F#3,337.023,111/200,71,120.0
1638,F#2,337.023,111/200,71,120.0
1639,A3,337.023,111/200,71,120.0
1640,F#4,337.023,111/200,71,120.0
1641,F#3,337.577,377/1000,47,120.0
1642,F#2,337.577,67/125,80,120.0
1643,A3,337.577,67/125,80,120.0
1644,F#4,337.577,67/125,80,120.0
1645,C#4,338.136,327/1000,52,120.0
1646,F#2,338.136,67/125,82,120.0
1647,A3,338.136,67/125,82,120.0
1648,F#4,338.136,67/125,82,120.0
1649,F#2,338.673,559/1000,79,120.0
1650,A3,338.673,559/1000,79,120.0
1651,F#4,338.673,559/1000,79,120.0
1652,F#3,338.673,277/1000,45,120.0
1653,C#4,338.673,277/1000,45,120.0
1654,F#2,339.232,111/200,78,120.0
1655,A3,339.232,111/200,78,120.0
1656,F#4,339.232,111/200,78,120.0
1657,C#4,339.786,107/500,47,120.0
1658,F#2,339.786,107/500,76,120.0
1659,A3,339.786,107/500,76,120.0
1660,F#4,339.786,107/500,76,120.0
1661,C#4,340.0,577/1000,47,120.0
1662,F#2,340.0,69/200,76,120.0
1663,A3,340.0,69/200,76,120.0
1664,F#4,340.0,69/200,76,120.0
1665,A3,340.323,133/250,88,120.0
1666,F#2,340.323,79/200,71,120.0
1667,F#4,340.323,79/200,71,120.0
1668,G3,340.877,559/1000,78,120.0
1669,B3,340.877,559/1000,78,120.0
1670,D4,340.877,559/1000,78,120.0
1671,G2,340.877,559/1000,78,120.0
1672,D4,341.459,149/200,45,120.0
1673,G2,341.459,257/500,76,120.0
1674,G3,341.459,257/500,76,120.0
1675,B3,341.459,257/500,76,120.0
1676,B3,341.973,133/250,79,120.0
1677,G2,341.973,133/250,79,120.0
1678,G3,341.973,133/250,79,120.0
1679,G2,342.527,559/1000,82,120.0
1680,G3,342.527,559/1000,82,120.0
1681,B3,342.527,559/1000,82,120.0
1682,G2,343.086,67/125,79,120.0
1683,G3,343.086,67/125,79,120.0
1684,B3,343.086,67/125,79,120.0
1685,B3,343.623,377/1000,74,120.0
1686,G2,343.623,377/1000,74,120.0
1687,G3,343.623,377/1000,74,120.0
1688,D4,343.623,377/1000,74,120.0
1689,B3,344.0,31/200,74,120.0
1690,G2,344.0,31/200,74,120.0
1691,G3,344.0,31/200,74,120.0
1692,D4,344.0,31/200,74,120.0
1693,B3,344.177,559/1000,75,120.0
1694,D4,344.177,559/1000,75,120.0
1695,G2,344.177,559/1000,75,120.0
1696,G3,344.177,559/1000,75,120.0
1697,G2,344.736,209/500,79,120.0
1698,B3,344.736,209/500,79,120.0
1699,G3,344.736,209/500,79,120.0
1700,D4,344.759,133/250,70,120.0
1701,A2,345.291,2209/1000,97,120.0
1702,C#4,345.291,257/500,56,120.0
1703,A3,345.291,257/500,56,120.0
1704,E4,345.314,773/1000,47,120.0
1705,A3,345.827,559/1000,66,120.0
1706,C#4,345.827,559/1000,66,120.0
1707,A3,346.386,67/125,64,120.0
1708,C#4,346.386,67/125,64,120.0
1709,A3,346.923,111/200,66,120.0
1710,C#4,346.923,111/200,66,120.0
1711,E4,347.477,327/1000,46,120.0
1712,A3,347.477,523/1000,75,120.0
1713,C#4,347.477,523/1000,75,120.0
1714,A2,347.477,523/1000,75,120.0
1715,A3,348.0,9/250,75,120.0
1716,C#4,348.0,9/250,75,120.0
1717,A2,348.0,9/250,75,120.0
1718,A3,348.036,133/250,74,120.0
1719,A2,348.036,133/250,74,120.0
1720,C#4,348.036,133/250,74,120.0
1721,A2,348.591,559/1000,70,120.0
1722,A3,348.591,559/1000,70,120.0
1723,C#4,348.591,559/1000,70,120.0
1724,A3,349.127,559/1000,75,120.0
1725,A2,349.127,559/1000,75,120.0
1726,C#4,349.127,559/1000,75,120.0
1727,A2,349.709,339/200,87,120.0
1728,A3,349.709,191/200,53,120.0
1729,C#4,349.709,1091/1000,56,120.0
1730,A1,349.805,1391/1000,73,120.0
1731,B2,351.427,573/1000,73,120.0
1732,F#3,351.427,573/1000,62,120.0
1733,D4,351.427,573/1000,62,120.0
1734,B1,351.568,46/125,57,120.0
1735,B2,352.0,29/200,73,120.0
1736,F#3,352.0,4/125,62,120.0
1737,D4,352.0,4/125,62,120.0
1738,B4,353.077,291/500,82,120.0
1739,F#4,353.077,291/500,82,120.0
1740,D4,353.1,559/500,85,120.0
1741,B3,353.636,559/1000,92,120.0
1742,B3,354.195,3/5,75,120.0
1743,B4,354.195,142/125,76,120.0
1744,D4,354.195,142/125,76,120.0
1745,F#4,354.218,13/20,77,120.0
1746,B3,354.795,559/1000,92,120.0
1747,D4,355.355,129/200,84,120.0
1748,F#4,355.355,129/200,80,120.0
1749,B3,355.355,559/1000,74,120.0
1750,B4,355.355,559/1000,74,120.0
1751,B3,355.914,43/500,76,120.0
1752,B4,355.914,43/500,76,120.0
1753,D4,356.0,491/1000,84,120.0
1754,F#4,356.0,1/200,80,120.0
1755,B3,356.0,491/1000,76,120.0
1756,B4,356.0,491/1000,76,120.0
1757,B3,356.491,291/500,78,120.0
1758,B4,356.491,291/500,78,120.0
1759,D4,356.491,13/20,84,120.0
1760,F#4,356.491,13/20,84,120.0
1761,B3,357.05,291/500,93,120.0
1762,B3,357.632,257/500,75,120.0
1763,F#4,357.632,257/500,75,120.0
1764,B4,357.632,257/500,75,120.0
1765,D4,357.655,407/500,75,120.0
1766,B2,357.795,277/1000,52,120.0
1767,C#2,358.168,243/500,70,120.0
1768,F#3,358.327,7/20,56,120.0
1769,C#4,358.491,277/1000,27,120.0
1770,A2,358.745,407/500,72,120.0
1771,C#4,358.768,67/125,56,120.0
1772,A1,358.886,7/20,56,120.0
1773,B1,360.441,3/5,48,120.0
1774,B3,360.441,3/5,48,120.0
1775,F#3,360.441,3/5,48,120.0
1776,B2,360.491,391/1000,58,120.0
1777,D4,360.491,2227/1000,76,120.0
1778,B3,362.164,291/500,95,120.0
1779,D4,362.718,111/200,78,120.0
1780,B4,362.718,111/200,78,120.0
1781,B3,362.718,111/200,78,120.0
1782,F#4,362.718,111/200,78,120.0
1783,B3,363.3,559/1000,88,120.0
1784,F#4,363.3,559/1000,88,120.0
1785,D4,363.3,7/10,74,120.0
1786,B4,363.3,7/10,74,120.0
1787,B3,363.859,141/1000,78,120.0
1788,F#4,363.859,141/1000,78,120.0
1789,B3,364.0,441/1000,78,120.0
1790,F#4,364.0,441/1000,78,120.0
1791,D4,364.0,207/500,74,120.0
1792,B4,364.0,207/500,74,120.0
1793,B3,364.414,577/1000,77,120.0
1794,D4,364.414,577/1000,77,120.0
1795,B4,364.414,577/1000,77,120.0
1796,F#4,364.414,577/1000,77,120.0
1797,B3,365.018,559/500,77,120.0
1798,D4,365.018,149/200,74,120.0
1799,B4,365.018,149/200,74,120.0
1800,F#4,365.018,149/200,72,120.0
1801,B4,365.018,149/200,72,120.0
1802,G2,366.091,673/1000,73,120.0
1803,B3,366.136,133/250,59,120.0
1804,D4,366.6,277/1000,52,120.0
1805,D3,366.668,89/200,39,120.0
1806,B3,366.668,291/500,65,120.0
1807,G2,366.764,441/1000,79,120.0
1808,A2,367.25,291/500,74,120.0
1809,C#4,367.25,291/500,74,120.0
1810,A2,367.809,191/1000,62,120.0
1811,A3,367.809,191/1000,62,120.0
1812,C#4,367.832,21/125,64,120.0
1813,A1,367.9,1/10,57,120.0
1814,C#4,368.0,189/200,64,120.0
1815,A1,368.0,59/200,57,120.0
1816,A2,368.0,193/500,62,120.0
1817,A3,368.0,193/500,62,120.0
1818,A2,368.386,79/200,58,120.0
1819,A3,368.386,559/1000,83,120.0
1820,E4,368.527,79/200,36,120.0
1821,A3,368.945,67/125,67,120.0
1822,C#4,368.945,67/125,67,120.0
1823,E4,368.945,67/125,67,120.0
1824,A2,369.455,141/500,39,120.0
1825,C#4,369.455,67/125,71,120.0
1826,A3,369.455,67/125,71,120.0
1827,E4,369.455,67/125,71,120.0
1828,A3,369.995,133/250,81,120.0
1829,C#4,369.995,133/250,81,120.0
1830,E4,369.995,133/250,81,120.0
1831,A3,370.55,291/500,87,120.0
1832,C#4,370.55,291/500,87,120.0
1833,E4,370.55,291/500,87,120.0
1834,A3,371.109,111/200,89,120.0
1835,C#4,371.109,111/200,89,120.0
1836,E4,371.109,111/200,89,120.0
1837,A3,371.664,42/125,91,120.0
1838,C#4,371.664,42/125,91,120.0
1839,E4,371.664,42/125,91,120.0
1840,A2,371.686,141/500,46,120.0
1841,A3,372.0,1/5,91,120.0
1842,C#4,372.0,1/5,91,120.0
1843,E4,372.0,1/5,91,120.0
1844,A3,372.223,559/1000,90,120.0
1845,C#4,372.223,559/1000,90,120.0
1846,E4,372.223,559/1000,90,120.0
1847,A3,372.755,111/200,87,120.0
1848,C#4,372.755,111/200,87,120.0
1849,E4,372.755,111/200,87,120.0
1850,A3,373.314,257/500,89,120.0
1851,C#4,373.314,257/500,89,120.0
1852,E4,373.314,257/500,89,120.0
1853,A3,373.85,291/500,79,120.0
1854,C#4,373.85,291/500,79,120.0
1855,E4,373.85,291/500,79,120.0
1856,A3,374.409,111/200,61,120.0
1857,A2,374.432,557/500,91,120.0
1858,C#4,374.432,58/125,62,120.0
1859,E4,374.432,58/125,62,120.0
1860,C#4,374.964,559/1000,50,120.0
1861,A3,374.964,209/500,56,120.0
1862,E4,374.964,209/500,56,120.0
1863,A3,375.523,477/1000,68,120.0
1864,A2,375.523,477/1000,68,120.0
1865,C#4,375.523,7/20,62,120.0
1866,E4,375.523,7/20,62,120.0
1867,A3,376.0,59/1000,68,120.0
1868,A2,376.0,59/1000,68,120.0
1869,A3,376.055,111/200,90,120.0
1870,D4,376.055,111/200,90,120.0
1871,F#4,376.055,111/200,90,120.0
1872,A2,376.082,391/1000,67,120.0
1873,D3,376.614,67/125,74,120.0
1874,A3,376.614,67/125,74,120.0
1875,D4,376.614,67/125,74,120.0
1876,F#4,376.614,67/125,74,120.0
1877,D3,377.173,67/125,76,120.0
1878,A3,377.173,67/125,76,120.0
1879,D4,377.173,67/125,76,120.0
1880,F#4,377.173,67/125,76,120.0
1881,A3,377.709,133/250,80,120.0
1882,D4,377.709,133/250,80,120.0
1883,F#4,377.709,133/250,80,120.0
1884,D3,377.709,133/250,80,120.0
1885,D3,378.264,441/500,71,120.0
1886,A3,378.264,13/20,76,120.0
1887,F#4,378.264,13/20,76,120.0
1888,D4,378.264,13/20,70,120.0
1889,F#4,378.264,13/20,70,120.0
1890,G2,379.355,67/125,75,120.0
1891,B3,379.355,67/125,75,120.0
1892,G3,379.355,67/125,75,120.0
1893,D4,379.355,67/125,75,120.0
1894,G2,379.914,43/500,81,120.0
1895,G3,379.914,43/500,67,120.0
1896,B3,379.914,43/500,67,120.0
1897,D4,379.914,43/500,67,120.0
1898,G2,380.0,341/500,81,120.0
1899,G3,380.0,377/1000,67,120.0
1900,B3,380.0,377/1000,67,120.0
1901,D4,380.0,377/1000,67,120.0
1902,A2,380.445,111/200,77,120.0
1903,A3,380.445,111/200,77,120.0
1904,C#4,380.445,111/200,77,120.0
1905,A2,381.027,346/125,97,120.0
1906,A3,381.027,2/5,58,120.0
1907,C#4,381.027,67/125,73,120.0
1908,C#4,381.564,559/1000,60,120.0
1909,A3,382.123,191/250,54,120.0
1910,C#4,382.123,291/500,57,120.0
1911,C#4,382.705,133/250,61,120.0
1912,E4,382.705,46/125,43,120.0
1913,A3,383.214,393/500,54,120.0
1914,C#4,383.236,559/1000,52,120.0
1915,E4,383.236,559/1000,52,120.0
1916,E4,383.795,41/200,49,120.0
1917,A2,383.795,41/200,86,120.0
1918,C#4,383.795,41/200,86,120.0
1919,A3,384.0,27/1000,54,120.0
1920,E4,384.0,41/250,49,120.0
1921,A2,384.0,7/20,86,120.0
1922,C#4,384.0,7/20,86,120.0
1923,A2,384.327,67/125,78,120.0
1924,A3,384.327,67/125,78,120.0
1925,C#4,384.327,67/125,78,120.0
1926,A2,384.886,67/125,78,120.0
1927,A3,384.886,67/125,78,120.0
1928,C#4,384.886,67/125,78,120.0
1929,A2,385.423,111/200,75,120.0
1930,A3,385.423,111/200,75,120.0
1931,C#4,385.423,111/200,75,120.0
1932,E4,385.423,111/200,75,120.0
1933,A2,385.955,559/1000,75,120.0
1934,A3,385.955,559/1000,75,120.0
1935,C#4,385.955,559/1000,75,120.0
1936,E4,385.977,407/500,50,120.0
1937,A2,386.514,133/250,80,120.0
1938,A3,386.514,133/250,80,120.0
1939,C#4,386.514,133/250,80,120.0
1940,A3,387.045,111/200,63,120.0
1941,C#4,387.045,111/200,63,120.0
1942,A2,387.045,111/200,63,120.0
1943,E4,387.045,111/200,63,120.0
1944,A2,387.627,373/1000,68,120.0
1945,A3,387.627,373/1000,68,120.0
1946,C#4,387.627,373/1000,68,120.0
1947,E4,387.627,373/1000,68,120.0
1948,A2,388.0,93/500,68,120.0
1949,A3,388.0,93/500,68,120.0
1950,C#4,388.0,93/500,68,120.0
1951,E4,388.0,93/500,68,120.0
1952,A2,388.186,133/250,65,120.0
1953,A3,388.186,133/250,65,120.0
1954,C#4,388.186,133/250,65,120.0
1955,E4,388.186,133/250,65,120.0
1956,A2,388.718,791/1000,56,120.0
1957,A3,388.718,559/1000,73,120.0
1958,C#4,388.718,79/200,67,120.0
1959,E4,388.718,79/200,67,120.0
1960,A3,389.277,257/500,94,120.0
1961,D4,389.277,257/500,94,120.0
1962,F#4,389.277,257/500,94,120.0
1963,D4,389.814,277/1000,44,120.0
1964,D5,389.814,69/200,41,120.0
1965,D3,389.814,111/200,86,120.0
1966,A3,389.814,111/200,86,120.0
1967,F#4,389.814,111/200,86,120.0
1968,A3,390.368,133/250,78,120.0
1969,D4,390.368,133/250,78,120.0
1970,F#4,390.368,133/250,78,120.0
1971,D3,390.368,133/250,78,120.0
1972,D3,390.927,559/1000,78,120.0
1973,A3,390.927,559/1000,78,120.0
1974,D4,390.927,559/1000,78,120.0
1975,F#4,390.927,559/1000,78,120.0
1976,D3,391.486,257/500,80,120.0
1977,A3,391.486,257/500,80,120.0
1978,D4,391.486,257/500,80,120.0
1979,F#4,391.486,257/500,80,120.0
1980,D3,392.0,9/500,80,120.0
1981,A3,392.0,9/500,80,120.0
1982,D4,392.0,9/500,80,120.0
1983,F#4,392.0,9/500,80,120.0
1984,B3,392.018,67/125,79,120.0
1985,G2,392.018,67/125,79,120.0
1986,G3,392.018,67/125,79,120.0
1987,D4,392.041,149/200,43,120.0
1988,G3,392.577,133/250,76,120.0
1989,B3,392.577,133/250,76,120.0
1990,G2,392.577,133/250,76,120.0
1991,G2,393.132,67/125,80,120.0
1992,G3,393.132,67/125,80,120.0
1993,B3,393.132,67/125,80,120.0
1994,G3,393.668,209/500,71,120.0
1995,B3,393.668,117/250,74,120.0
1996,G2,393.668,117/250,74,120.0
1997,D4,393.668,117/250,74,120.0
1998,A2,394.227,1773/1000,99,120.0
1999,A3,394.227,79/200,63,120.0
2000,E4,394.227,3/10,41,120.0
2001,C#4,394.25,67/125,67,120.0
2002,A3,394.759,407/500,38,120.0
2003,C#4,394.786,133/250,59,120.0
2004,E4,394.786,359/500,40,120.0
2005,C#4,395.318,559/1000,74,120.0
2006,C#4,395.877,123/1000,66,120.0
2007,A2,396.0,54/125,99,120.0
2008,C#4,396.0,54/125,66,120.0
2009,A3,396.432,373/1000,62,120.0
2010,E4,396.432,61/200,48,120.0
2011,A2,396.432,559/1000,82,120.0
2012,C#4,396.432,559/1000,82,120.0
2013,A3,396.991,257/500,68,120.0
2014,C#4,396.991,257/500,68,120.0
2015,A2,396.991,257/500,68,120.0
2016,A2,397.527,559/1000,72,120.0
2017,A3,397.527,559/1000,72,120.0
2018,C#4,397.527,559/1000,72,120.0
2019,A3,398.086,111/200,64,120.0
2020,E4,398.086,391/1000,46,120.0
2021,A2,398.086,207/500,74,120.0
2022,C#4,398.086,207/500,74,120.0
2023,D3,398.618,67/125,80,120.0
2024,D4,398.618,67/125,80,120.0
2025,A3,398.618,67/125,80,120.0
2026,F#4,398.618,67/125,80,120.0
2027,D2,398.641,79/200,46,120.0
2028,A3,399.177,133/250,74,120.0
2029,D4,399.177,133/250,74,120.0
2030,F#4,399.177,133/250,74,120.0
2031,D3,399.177,133/250,74,120.0
2032,D3,399.732,67/250,76,120.0
2033,A3,399.732,67/250,76,120.0
2034,D4,399.732,67/250,76,120.0
2035,F#4,399.732,67/250,76,120.0
2036,D3,400.0,291/1000,76,120.0
2037,A3,400.0,291/1000,76,120.0
2038,D4,400.0,291/1000,76,120.0
2039,F#4,400.0,291/1000,76,120.0
2040,A3,400.291,111/200,85,120.0
2041,F#4,400.291,741/1000,72,120.0
2042,D3,400.291,58/125,72,120.0
2043,D4,400.291,58/125,72,120.0
2044,F#3,400.845,773/1000,44,120.0
2045,F#2,400.845,67/125,92,120.0
2046,A3,400.845,67/125,92,120.0
2047,F#2,401.382,291/500,77,120.0
2048,A3,401.382,291/500,77,120.0
2049,F#4,401.382,291/500,77,120.0
2050,F#3,401.941,277/1000,45,120.0
2051,F#2,401.941,67/125,80,120.0
2052,A3,401.941,67/125,80,120.0
2053,F#4,401.941,67/125,80,120.0
2054,F#2,402.477,441/1000,71,120.0
2055,F#4,402.477,441/1000,71,120.0
2056,A3,402.5,509/1000,92,120.0
2057,C#4,402.5,46/125,50,120.0
2058,G2,403.032,67/125,70,120.0
2059,D4,403.032,67/125,70,120.0
2060,G3,403.032,67/125,70,120.0
2061,B3,403.032,67/125,70,120.0
2062,D4,403.591,409/1000,45,120.0
2063,G3,403.591,409/1000,73,120.0
2064,B3,403.591,409/1000,73,120.0
2065,G2,403.591,409/1000,73,120.0
2066,D4,404.0,71/200,45,120.0
2067,G3,404.0,123/1000,73,120.0
2068,B3,404.0,123/1000,73,120.0
2069,G2,404.0,123/1000,73,120.0
2070,G2,404.145,67/125,80,120.0
2071,G3,404.145,67/125,80,120.0
2072,B3,404.145,67/125,80,120.0
